customer_id,first_order_date,acquisition_channel
CUST00722,2025-04-29,Meta Ads
CUST00723,2025-10-16,Google Ads
CUST00724,2025-03-06,Google Ads
CUST00725,2025-05-26,Email
CUST00726,2025-08-12,Email
CUST00727,2025-08-27,Google Ads
CUST00728,2025-06-26,Email
CUST00729,2025-09-24,Meta Ads
CUST00730,2025-12-07,TikTok Ads
CUST00731,2025-10-09,Meta Ads
CUST00732,2025-03-04,Meta Ads
CUST00733,2025-08-05,Meta Ads
CUST00734,2025-12-08,Meta Ads
CUST00735,2025-11-11,Google Ads
CUST00736,2025-10-10,Google Ads
CUST00737,2025-06-26,Google Ads
CUST00738,2025-04-08,Meta Ads
CUST00739,2025-04-15,Google Ads
CUST00740,2025-04-09,Meta Ads
CUST00741,2025-11-07,Email
CUST00742,2025-01-06,Google Ads
CUST00743,2025-07-16,Meta Ads
CUST00744,2025-12-17,Meta Ads
CUST00745,2025-05-13,TikTok Ads
CUST00746,2025-12-24,Google Ads
CUST00747,2025-09-16,Meta Ads
CUST00748,2025-01-23,TikTok Ads
CUST00749,2025-02-22,Email
CUST00750,2025-06-14,Meta Ads
CUST00751,2025-07-21,Meta Ads
CUST00752,2025-03-24,Meta Ads
CUST00753,2025-05-25,TikTok Ads
CUST00754,2025-03-26,Meta Ads
CUST00755,2025-03-19,Google Ads
CUST00756,2025-01-01,Email
CUST00757,2025-02-20,Meta Ads
CUST00758,2025-06-22,Meta Ads
CUST00759,2025-07-24,Google Ads
CUST00760,2025-09-17,Meta Ads
CUST00761,2025-10-15,Google Ads
CUST00762,2025-02-03,Meta Ads
CUST00763,2025-12-14,Google Ads
CUST00764,2025-04-05,Meta Ads
CUST00765,2025-03-13,Email
CUST00766,2025-02-08,Google Ads
CUST00767,2025-06-03,Email
CUST00768,2025-09-07,Meta Ads
CUST00769,2025-06-11,TikTok Ads
CUST00770,2025-04-28,TikTok Ads
CUST00771,2025-09-16,Meta Ads
CUST00772,2025-11-02,Meta Ads
CUST00773,2025-09-25,TikTok Ads
CUST00774,2025-02-23,Meta Ads
CUST00775,2025-08-24,Google Ads
CUST00776,2025-08-10,Meta Ads
CUST00777,2025-09-08,TikTok Ads
CUST00778,2025-11-09,TikTok Ads
CUST00779,2025-04-22,TikTok Ads
CUST00780,2025-09-12,Meta Ads
CUST00781,2025-10-30,TikTok Ads
CUST00782,2025-07-26,Google Ads
CUST00783,2025-08-17,Meta Ads
CUST00784,2025-12-07,Google Ads
CUST00785,2025-03-07,Google Ads
CUST00786,2025-03-16,Google Ads
CUST00787,2025-04-13,Google Ads
CUST00788,2025-07-11,Meta Ads
CUST00789,2025-09-09,Google Ads
CUST00790,2025-08-14,Meta Ads
CUST00791,2025-10-21,Google Ads
CUST00792,2025-11-02,Google Ads
CUST00793,2025-04-08,Google Ads
CUST00794,2025-12-04,Google Ads
CUST00795,2025-10-13,Meta Ads
CUST00796,2025-12-01,Meta Ads
CUST00797,2025-12-13,Meta Ads
CUST00798,2025-11-04,Meta Ads
CUST00799,2025-09-06,Google Ads
CUST00800,2025-06-15,TikTok Ads
CUST00801,2025-12-01,Meta Ads
CUST00802,2025-01-30,Meta Ads
CUST00803,2025-09-04,Google Ads
CUST00804,2025-04-16,Google Ads
CUST00805,2025-02-20,Google Ads
CUST00806,2025-03-22,Google Ads
CUST00807,2025-05-13,Meta Ads
CUST00808,2025-10-12,Meta Ads
CUST00809,2025-05-18,Meta Ads
CUST00810,2025-07-03,TikTok Ads
CUST00811,2025-11-26,TikTok Ads
CUST00812,2025-09-30,Meta Ads
CUST00813,2025-12-06,Email
CUST00814,2025-03-10,Google Ads
CUST00815,2025-02-03,Google Ads
CUST00816,2025-09-19,Google Ads
CUST00817,2025-02-22,Meta Ads
CUST00818,2025-07-24,TikTok Ads
CUST00819,2025-05-06,Google Ads
CUST00820,2025-08-23,Email
CUST00821,2025-02-12,Google Ads
CUST00822,2025-08-28,Email
CUST00823,2025-04-21,Google Ads
CUST00824,2025-09-06,Google Ads
CUST00825,2025-05-31,Meta Ads
CUST00826,2025-07-02,Google Ads
CUST00827,2025-12-02,Google Ads
CUST00828,2025-04-05,Google Ads
CUST00829,2025-01-08,TikTok Ads
CUST00830,2025-12-26,Meta Ads
CUST00831,2025-07-03,Google Ads
CUST00832,2025-10-08,Meta Ads
CUST00833,2025-07-14,Meta Ads
CUST00834,2025-12-18,Google Ads
CUST00835,2025-07-14,Meta Ads
CUST00836,2025-06-04,Google Ads
CUST00837,2025-04-03,Google Ads
CUST00838,2025-06-09,Meta Ads
CUST00839,2025-03-02,Google Ads
CUST00840,2025-05-02,Meta Ads
CUST00841,2025-02-20,Meta Ads
CUST00842,2025-10-04,Google Ads
CUST00843,2025-01-05,Meta Ads
CUST00844,2025-04-02,Google Ads
CUST00845,2025-06-19,Email
CUST00846,2025-11-13,Meta Ads
CUST00847,2025-01-22,TikTok Ads
CUST00848,2025-11-22,Meta Ads
CUST00849,2025-01-01,Google Ads
CUST00850,2025-05-13,Meta Ads
CUST00851,2025-08-21,Email
CUST00852,2025-01-12,Meta Ads
CUST00853,2025-12-12,TikTok Ads
CUST00854,2025-02-15,TikTok Ads
CUST00855,2025-02-03,Google Ads
CUST00856,2025-03-19,Google Ads
CUST00857,2025-08-06,Meta Ads
CUST00858,2025-10-28,Meta Ads
CUST00859,2025-03-14,TikTok Ads
CUST00860,2025-10-09,Email
CUST00861,2025-09-06,Google Ads
CUST00862,2025-02-16,Google Ads
CUST00863,2025-05-01,TikTok Ads
CUST00864,2025-08-02,Google Ads
CUST00865,2025-08-27,TikTok Ads
CUST00866,2025-02-25,Meta Ads
CUST00867,2025-12-16,Meta Ads
CUST00868,2025-04-17,Google Ads
CUST00869,2025-11-15,Meta Ads
CUST00870,2025-02-17,Meta Ads
CUST00871,2025-03-02,Meta Ads
CUST00872,2025-12-03,Google Ads
CUST00873,2025-01-26,Meta Ads
CUST00874,2025-10-19,TikTok Ads
CUST00875,2025-09-14,Google Ads
CUST00876,2025-01-08,Google Ads
CUST00877,2025-04-23,Google Ads
CUST00878,2025-12-21,Meta Ads
CUST00879,2025-09-10,Meta Ads
CUST00880,2025-06-29,Meta Ads
CUST00881,2025-07-26,Google Ads
CUST00882,2025-10-30,Google Ads
CUST00883,2025-05-07,Meta Ads
CUST00884,2025-02-25,Meta Ads
CUST00885,2025-08-02,Email
CUST00886,2025-01-14,Google Ads
CUST00887,2025-01-28,Meta Ads
CUST00888,2025-03-19,Meta Ads
CUST00889,2025-08-04,Meta Ads
CUST00890,2025-12-31,Meta Ads
CUST00891,2025-06-03,Meta Ads
CUST00892,2025-01-14,Email
CUST00893,2025-07-06,Google Ads
CUST00894,2025-11-08,Google Ads
CUST00895,2025-01-07,Meta Ads
CUST00896,2025-01-03,Meta Ads
CUST00897,2025-04-21,Google Ads
CUST00898,2025-08-26,Google Ads
CUST00899,2025-12-29,Google Ads
CUST00900,2025-08-27,TikTok Ads
CUST00901,2025-10-01,Google Ads
CUST00902,2025-10-21,Google Ads
CUST00903,2025-08-15,Google Ads
CUST00904,2025-01-15,Google Ads
CUST00905,2025-07-11,Google Ads
CUST00906,2025-04-29,Meta Ads
CUST00907,2025-01-28,Google Ads
CUST00908,2025-07-21,TikTok Ads
CUST00909,2025-02-08,Google Ads
CUST00910,2025-09-30,Meta Ads
CUST00911,2025-08-19,TikTok Ads
CUST00912,2025-03-27,Meta Ads
CUST00913,2025-05-06,Meta Ads
CUST00914,2025-10-27,Google Ads
CUST00915,2025-01-25,Google Ads
CUST00916,2025-05-25,Meta Ads
CUST00917,2025-01-13,Email
CUST00918,2025-07-31,Meta Ads
CUST00919,2025-01-25,Meta Ads
CUST00920,2025-03-09,Meta Ads
CUST00921,2025-03-08,Meta Ads
CUST00922,2025-08-21,Google Ads
CUST00923,2025-04-19,Meta Ads
CUST00924,2025-05-26,Email
CUST00925,2025-04-21,Google Ads
CUST00926,2025-08-16,Meta Ads
CUST00927,2025-04-21,Google Ads
CUST00928,2025-02-03,Meta Ads
CUST00929,2025-04-21,Google Ads
CUST00930,2025-09-21,Meta Ads
CUST00931,2025-08-24,TikTok Ads
CUST00932,2025-03-24,Google Ads
CUST00933,2025-02-11,Meta Ads
CUST00934,2025-04-11,TikTok Ads
CUST00935,2025-01-06,Email
CUST00936,2025-06-29,Google Ads
CUST00937,2025-10-09,Google Ads
CUST00938,2025-11-16,Google Ads
CUST00939,2025-08-14,Email
CUST00940,2025-11-11,Email
CUST00941,2025-12-31,Meta Ads
CUST00942,2025-08-17,TikTok Ads
CUST00943,2025-10-16,Meta Ads
CUST00944,2025-05-30,Meta Ads
CUST00945,2025-10-04,Google Ads
CUST00946,2025-07-17,TikTok Ads
CUST00947,2025-03-11,Google Ads
CUST00948,2025-04-22,TikTok Ads
CUST00949,2025-01-04,TikTok Ads
CUST00950,2025-12-16,Meta Ads
CUST00951,2025-11-27,Google Ads
CUST00952,2025-11-14,Google Ads
CUST00953,2025-12-16,Google Ads
CUST00954,2025-04-05,Google Ads
CUST00955,2025-06-01,Google Ads
CUST00956,2025-11-07,Email
CUST00957,2025-05-17,Meta Ads
CUST00958,2025-09-04,Google Ads
CUST00959,2025-08-31,Google Ads
CUST00960,2025-01-31,Meta Ads
CUST00961,2025-02-09,Meta Ads
CUST00962,2025-08-17,Meta Ads
CUST00963,2025-02-05,Email
CUST00964,2025-08-11,Meta Ads
CUST00965,2025-01-06,Email
CUST00966,2025-11-18,TikTok Ads
CUST00967,2025-08-08,Google Ads
CUST00968,2025-03-16,Email
CUST00969,2025-01-04,Google Ads
CUST00970,2025-12-01,TikTok Ads
CUST00971,2025-05-14,Google Ads
CUST00972,2025-04-28,TikTok Ads
CUST00973,2025-04-04,TikTok Ads
CUST00974,2025-03-03,TikTok Ads
CUST00975,2025-07-13,TikTok Ads
CUST00976,2025-12-01,Google Ads
CUST00977,2025-07-22,Google Ads
CUST00978,2025-01-26,Meta Ads
CUST00979,2025-06-22,Google Ads
CUST00980,2025-10-27,Meta Ads
CUST00981,2025-05-13,Google Ads
CUST00982,2025-11-22,Email
CUST00983,2025-04-28,Meta Ads
CUST00984,2025-11-20,TikTok Ads
CUST00985,2025-10-02,Google Ads
CUST00986,2025-07-31,TikTok Ads
CUST00987,2025-08-13,Email
CUST00988,2025-01-20,Meta Ads
CUST00989,2025-04-23,Meta Ads
CUST00990,2025-05-20,TikTok Ads
CUST00991,2025-02-16,Google Ads
CUST00992,2025-01-01,Meta Ads
CUST00993,2025-03-31,Google Ads
CUST00994,2025-05-22,Google Ads
CUST00995,2025-11-16,Google Ads
CUST00996,2025-02-07,Google Ads
CUST00997,2025-10-20,Google Ads
CUST00998,2025-05-19,Google Ads
CUST00999,2025-12-22,Email
CUST01000,2025-11-29,Meta Ads
