spend_date,channel,spend
2025-07-25,TikTok Ads,72.47
2025-07-25,Email,30.43
2025-07-26,Google Ads,241.19
2025-07-26,Meta Ads,175.96
2025-07-26,TikTok Ads,88.98
2025-07-26,Email,32.88
2025-07-27,Google Ads,228.91
2025-07-27,Meta Ads,182.45
2025-07-27,TikTok Ads,82.27
2025-07-27,Email,26.32
2025-07-28,Google Ads,253.67
2025-07-28,Meta Ads,127.57
2025-07-28,TikTok Ads,64.29
2025-07-28,Email,34.47
2025-07-29,Google Ads,186.21
2025-07-29,Meta Ads,163.57
2025-07-29,TikTok Ads,74.66
2025-07-29,Email,30.54
2025-07-30,Google Ads,215.23
2025-07-30,Meta Ads,132.55
2025-07-30,TikTok Ads,90.27
2025-07-30,Email,25.22
2025-07-31,Google Ads,172.34
2025-07-31,Meta Ads,175.21
2025-07-31,TikTok Ads,80.05
2025-07-31,Email,31.91
2025-08-01,Google Ads,290.18
2025-08-01,Meta Ads,162.1
2025-08-01,TikTok Ads,100.94
2025-08-01,Email,32.15
2025-08-02,Google Ads,272.14
2025-08-02,Meta Ads,196.31
2025-08-02,TikTok Ads,90.45
2025-08-02,Email,36.36
2025-08-03,Google Ads,230.95
2025-08-03,Meta Ads,152.71
2025-08-03,TikTok Ads,78.68
2025-08-03,Email,30.97
2025-08-04,Google Ads,261.28
2025-08-04,Meta Ads,210.32
2025-08-04,TikTok Ads,94.25
2025-08-04,Email,30.95
2025-08-05,Google Ads,241.45
2025-08-05,Meta Ads,175.9
2025-08-05,TikTok Ads,76.72
2025-08-05,Email,31.95
2025-08-06,Google Ads,258.99
2025-08-06,Meta Ads,198.09
2025-08-06,TikTok Ads,76.76
2025-08-06,Email,28.78
2025-08-07,Google Ads,239.35
2025-08-07,Meta Ads,145.09
2025-08-07,TikTok Ads,106.35
2025-08-07,Email,33.37
2025-08-08,Google Ads,288.29
2025-08-08,Meta Ads,165.7
2025-08-08,TikTok Ads,95.04
2025-08-08,Email,38.4
2025-08-09,Google Ads,270.8
2025-08-09,Meta Ads,204.37
2025-08-09,TikTok Ads,103.9
2025-08-09,Email,28.13
2025-08-10,Google Ads,283.62
2025-08-10,Meta Ads,205.56
2025-08-10,TikTok Ads,99.72
2025-08-10,Email,34.93
2025-08-11,Google Ads,208.61
2025-08-11,Meta Ads,164.59
2025-08-11,TikTok Ads,104.35
2025-08-11,Email,35.53
2025-08-12,Google Ads,244.17
2025-08-12,Meta Ads,157.01
2025-08-12,TikTok Ads,85.52
2025-08-12,Email,34.04
2025-08-13,Google Ads,220.13
2025-08-13,Meta Ads,196.88
2025-08-13,TikTok Ads,84.82
2025-08-13,Email,36.07
2025-08-14,Google Ads,262.85
2025-08-14,Meta Ads,165.08
2025-08-14,TikTok Ads,80.65
2025-08-14,Email,39.49
2025-08-15,Google Ads,249.31
2025-08-15,Meta Ads,207.0
2025-08-15,TikTok Ads,88.32
2025-08-15,Email,39.49
2025-08-16,Google Ads,225.95
2025-08-16,Meta Ads,153.36
2025-08-16,TikTok Ads,103.99
2025-08-16,Email,36.87
2025-08-17,Google Ads,230.81
2025-08-17,Meta Ads,190.32
2025-08-17,TikTok Ads,79.6
2025-08-17,Email,29.86
2025-08-18,Google Ads,264.88
2025-08-18,Meta Ads,159.97
2025-08-18,TikTok Ads,99.23
2025-08-18,Email,29.42
2025-08-19,Google Ads,234.65
2025-08-19,Meta Ads,174.16
2025-08-19,TikTok Ads,84.75
2025-08-19,Email,36.02
2025-08-20,Google Ads,210.23
2025-08-20,Meta Ads,145.95
2025-08-20,TikTok Ads,94.35
2025-08-20,Email,40.0
2025-08-21,Google Ads,299.92
2025-08-21,Meta Ads,144.95
2025-08-21,TikTok Ads,99.28
2025-08-21,Email,37.8
2025-08-22,Google Ads,290.92
2025-08-22,Meta Ads,156.78
2025-08-22,TikTok Ads,77.22
2025-08-22,Email,32.43
2025-08-23,Google Ads,249.48
2025-08-23,Meta Ads,158.63
2025-08-23,TikTok Ads,73.34
2025-08-23,Email,29.6
2025-08-24,Google Ads,207.81
2025-08-24,Meta Ads,177.25
2025-08-24,TikTok Ads,104.63
2025-08-24,Email,36.69
2025-08-25,Google Ads,213.59
2025-08-25,Meta Ads,200.38
2025-08-25,TikTok Ads,104.21
2025-08-25,Email,33.04
2025-08-26,Google Ads,214.75
2025-08-26,Meta Ads,170.94
2025-08-26,TikTok Ads,96.55
2025-08-26,Email,28.21
2025-08-27,Google Ads,268.51
2025-08-27,Meta Ads,164.16
2025-08-27,TikTok Ads,105.58
2025-08-27,Email,36.22
2025-08-28,Google Ads,224.93
2025-08-28,Meta Ads,165.97
2025-08-28,TikTok Ads,95.79
2025-08-28,Email,33.42
2025-08-29,Google Ads,260.35
2025-08-29,Meta Ads,145.77
2025-08-29,TikTok Ads,77.16
2025-08-29,Email,32.75
2025-08-30,Google Ads,245.5
2025-08-30,Meta Ads,178.01
2025-08-30,TikTok Ads,93.51
2025-08-30,Email,38.52
2025-08-31,Google Ads,274.42
2025-08-31,Meta Ads,159.79
2025-08-31,TikTok Ads,102.7
2025-08-31,Email,29.31
2025-09-01,Google Ads,220.44
2025-09-01,Meta Ads,184.83
2025-09-01,TikTok Ads,74.54
2025-09-01,Email,40.47
2025-09-02,Google Ads,230.74
2025-09-02,Meta Ads,175.95
2025-09-02,TikTok Ads,93.22
2025-09-02,Email,35.86
2025-09-03,Google Ads,277.39
2025-09-03,Meta Ads,191.74
2025-09-03,TikTok Ads,104.79
2025-09-03,Email,30.48
2025-09-04,Google Ads,289.96
2025-09-04,Meta Ads,165.29
2025-09-04,TikTok Ads,81.68
2025-09-04,Email,33.16
2025-09-05,Google Ads,289.84
2025-09-05,Meta Ads,160.25
2025-09-05,TikTok Ads,80.66
2025-09-05,Email,37.38
2025-09-06,Google Ads,283.73
2025-09-06,Meta Ads,214.39
2025-09-06,TikTok Ads,82.82
2025-09-06,Email,39.8
2025-09-07,Google Ads,214.36
2025-09-07,Meta Ads,201.9
2025-09-07,TikTok Ads,84.51
2025-09-07,Email,36.62
2025-09-08,Google Ads,224.17
2025-09-08,Meta Ads,201.05
2025-09-08,TikTok Ads,82.56
2025-09-08,Email,37.92
2025-09-09,Google Ads,240.17
2025-09-09,Meta Ads,167.38
2025-09-09,TikTok Ads,78.59
2025-09-09,Email,33.04
2025-09-10,Google Ads,292.68
2025-09-10,Meta Ads,195.78
2025-09-10,TikTok Ads,102.31
2025-09-10,Email,35.76
2025-09-11,Google Ads,240.91
2025-09-11,Meta Ads,200.22
2025-09-11,TikTok Ads,73.27
2025-09-11,Email,40.25
2025-09-12,Google Ads,282.31
2025-09-12,Meta Ads,215.81
2025-09-12,TikTok Ads,79.68
2025-09-12,Email,34.96
2025-09-13,Google Ads,262.99
2025-09-13,Meta Ads,152.85
2025-09-13,TikTok Ads,104.08
2025-09-13,Email,29.6
2025-09-14,Google Ads,294.37
2025-09-14,Meta Ads,167.36
2025-09-14,TikTok Ads,107.54
2025-09-14,Email,28.78
2025-09-15,Google Ads,259.33
2025-09-15,Meta Ads,189.52
2025-09-15,TikTok Ads,87.1
2025-09-15,Email,33.96
2025-09-16,Google Ads,202.4
2025-09-16,Meta Ads,169.9
2025-09-16,TikTok Ads,89.67
2025-09-16,Email,31.49
2025-09-17,Google Ads,225.18
2025-09-17,Meta Ads,169.39
2025-09-17,TikTok Ads,78.15
2025-09-17,Email,34.9
2025-09-18,Google Ads,209.19
2025-09-18,Meta Ads,197.32
2025-09-18,TikTok Ads,98.69
2025-09-18,Email,36.91
2025-09-19,Google Ads,263.4
2025-09-19,Meta Ads,180.3
2025-09-19,TikTok Ads,98.91
2025-09-19,Email,31.08
2025-09-20,Google Ads,284.97
2025-09-20,Meta Ads,166.64
2025-09-20,TikTok Ads,83.22
2025-09-20,Email,36.47
2025-09-21,Google Ads,275.33
2025-09-21,Meta Ads,211.86
2025-09-21,TikTok Ads,83.45
2025-09-21,Email,31.45
2025-09-22,Google Ads,293.96
2025-09-22,Meta Ads,211.88
2025-09-22,TikTok Ads,100.44
2025-09-22,Email,34.66
2025-09-23,Google Ads,264.04
2025-09-23,Meta Ads,179.89
2025-09-23,TikTok Ads,103.82
2025-09-23,Email,34.84
2025-09-24,Google Ads,225.52
2025-09-24,Meta Ads,154.95
2025-09-24,TikTok Ads,100.18
2025-09-24,Email,28.63
2025-09-25,Google Ads,228.99
2025-09-25,Meta Ads,210.23
2025-09-25,TikTok Ads,86.16
2025-09-25,Email,28.31
2025-09-26,Google Ads,211.38
2025-09-26,Meta Ads,146.19
2025-09-26,TikTok Ads,92.35
2025-09-26,Email,36.59
2025-09-27,Google Ads,264.28
2025-09-27,Meta Ads,176.9
2025-09-27,TikTok Ads,85.3
2025-09-27,Email,29.81
2025-09-28,Google Ads,209.88
2025-09-28,Meta Ads,171.94
2025-09-28,TikTok Ads,95.86
2025-09-28,Email,33.43
2025-09-29,Google Ads,280.64
2025-09-29,Meta Ads,185.08
2025-09-29,TikTok Ads,91.02
2025-09-29,Email,32.64
2025-09-30,Google Ads,212.52
2025-09-30,Meta Ads,181.57
2025-09-30,TikTok Ads,88.11
2025-09-30,Email,31.46
2025-10-01,Google Ads,257.0
2025-10-01,Meta Ads,167.87
2025-10-01,TikTok Ads,96.3
2025-10-01,Email,37.88
2025-10-02,Google Ads,204.71
2025-10-02,Meta Ads,190.31
2025-10-02,TikTok Ads,88.48
2025-10-02,Email,39.31
2025-10-03,Google Ads,270.26
2025-10-03,Meta Ads,209.96
2025-10-03,TikTok Ads,79.28
2025-10-03,Email,30.15
2025-10-04,Google Ads,290.84
2025-10-04,Meta Ads,189.65
2025-10-04,TikTok Ads,105.99
2025-10-04,Email,39.66
2025-10-05,Google Ads,277.81
2025-10-05,Meta Ads,214.64
2025-10-05,TikTok Ads,91.16
2025-10-05,Email,38.0
2025-10-06,Google Ads,298.46
2025-10-06,Meta Ads,187.7
2025-10-06,TikTok Ads,99.16
2025-10-06,Email,32.13
2025-10-07,Google Ads,233.53
2025-10-07,Meta Ads,174.8
2025-10-07,TikTok Ads,75.19
2025-10-07,Email,41.91
2025-10-08,Google Ads,230.94
2025-10-08,Meta Ads,172.42
2025-10-08,TikTok Ads,101.07
2025-10-08,Email,30.55
2025-10-09,Google Ads,269.79
2025-10-09,Meta Ads,196.61
2025-10-09,TikTok Ads,96.55
2025-10-09,Email,29.69
2025-10-10,Google Ads,267.95
2025-10-10,Meta Ads,213.86
2025-10-10,TikTok Ads,106.85
2025-10-10,Email,36.79
2025-10-11,Google Ads,259.98
2025-10-11,Meta Ads,211.92
2025-10-11,TikTok Ads,94.82
2025-10-11,Email,30.25
2025-10-12,Google Ads,253.17
2025-10-12,Meta Ads,167.2
2025-10-12,TikTok Ads,85.72
2025-10-12,Email,30.24
2025-10-13,Google Ads,268.78
2025-10-13,Meta Ads,157.77
2025-10-13,TikTok Ads,77.95
2025-10-13,Email,30.87
2025-10-14,Google Ads,237.74
2025-10-14,Meta Ads,197.32
2025-10-14,TikTok Ads,102.65
2025-10-14,Email,36.97
2025-10-15,Google Ads,218.77
2025-10-15,Meta Ads,199.22
2025-10-15,TikTok Ads,98.75
2025-10-15,Email,30.71
2025-10-16,Google Ads,259.07
2025-10-16,Meta Ads,210.26
2025-10-16,TikTok Ads,73.71
2025-10-16,Email,32.06
2025-10-17,Google Ads,268.6
2025-10-17,Meta Ads,210.51
2025-10-17,TikTok Ads,78.24
2025-10-17,Email,39.23
2025-10-18,Google Ads,264.9
2025-10-18,Meta Ads,212.66
2025-10-18,TikTok Ads,82.17
2025-10-18,Email,33.68
2025-10-19,Google Ads,276.51
2025-10-19,Meta Ads,170.94
2025-10-19,TikTok Ads,72.23
2025-10-19,Email,28.29
2025-10-20,Google Ads,296.44
2025-10-20,Meta Ads,167.73
2025-10-20,TikTok Ads,90.81
2025-10-20,Email,31.82
2025-10-21,Google Ads,226.81
2025-10-21,Meta Ads,206.78
2025-10-21,TikTok Ads,87.38
2025-10-21,Email,39.89
2025-10-22,Google Ads,249.74
2025-10-22,Meta Ads,192.48
2025-10-22,TikTok Ads,78.77
2025-10-22,Email,40.22
2025-10-23,Google Ads,233.26
2025-10-23,Meta Ads,170.74
2025-10-23,TikTok Ads,102.72
2025-10-23,Email,33.93
2025-10-24,Google Ads,211.72
2025-10-24,Meta Ads,203.64
2025-10-24,TikTok Ads,75.1
2025-10-24,Email,28.96
2025-10-25,Google Ads,281.09
2025-10-25,Meta Ads,200.11
2025-10-25,TikTok Ads,73.64
2025-10-25,Email,38.15
2025-10-26,Google Ads,258.02
2025-10-26,Meta Ads,201.07
2025-10-26,TikTok Ads,85.77
2025-10-26,Email,37.46
2025-10-27,Google Ads,249.16
2025-10-27,Meta Ads,193.94
2025-10-27,TikTok Ads,72.46
2025-10-27,Email,41.5
2025-10-28,Google Ads,246.97
2025-10-28,Meta Ads,153.64
2025-10-28,TikTok Ads,104.84
2025-10-28,Email,34.53
2025-10-29,Google Ads,236.23
2025-10-29,Meta Ads,207.51
2025-10-29,TikTok Ads,80.8
2025-10-29,Email,41.76
2025-10-30,Google Ads,214.14
2025-10-30,Meta Ads,181.37
2025-10-30,TikTok Ads,98.54
2025-10-30,Email,35.05
2025-10-31,Google Ads,234.36
2025-10-31,Meta Ads,177.6
2025-10-31,TikTok Ads,104.0
2025-10-31,Email,29.05
2025-11-01,Google Ads,337.72
2025-11-01,Meta Ads,214.14
2025-11-01,TikTok Ads,140.7
2025-11-01,Email,43.59
2025-11-02,Google Ads,360.72
2025-11-02,Meta Ads,208.63
2025-11-02,TikTok Ads,116.9
2025-11-02,Email,53.57
2025-11-03,Google Ads,312.11
2025-11-03,Meta Ads,235.78
2025-11-03,TikTok Ads,140.14
2025-11-03,Email,54.11
2025-11-04,Google Ads,380.34
2025-11-04,Meta Ads,277.77
2025-11-04,TikTok Ads,143.71
2025-11-04,Email,56.49
2025-11-05,Google Ads,399.55
2025-11-05,Meta Ads,285.03
2025-11-05,TikTok Ads,118.21
2025-11-05,Email,46.82
2025-11-06,Google Ads,370.77
2025-11-06,Meta Ads,265.64
2025-11-06,TikTok Ads,122.55
2025-11-06,Email,45.16
2025-11-07,Google Ads,382.33
2025-11-07,Meta Ads,264.08
2025-11-07,TikTok Ads,102.63
2025-11-07,Email,51.27
2025-11-08,Google Ads,287.07
2025-11-08,Meta Ads,257.15
2025-11-08,TikTok Ads,133.35
2025-11-08,Email,50.84
2025-11-09,Google Ads,279.09
2025-11-09,Meta Ads,273.49
2025-11-09,TikTok Ads,101.74
2025-11-09,Email,37.86
2025-11-10,Google Ads,315.71
2025-11-10,Meta Ads,232.76
2025-11-10,TikTok Ads,105.3
2025-11-10,Email,49.19
2025-11-11,Google Ads,356.4
2025-11-11,Meta Ads,276.48
2025-11-11,TikTok Ads,111.7
2025-11-11,Email,50.04
2025-11-12,Google Ads,376.24
2025-11-12,Meta Ads,245.94
2025-11-12,TikTok Ads,102.05
2025-11-12,Email,56.4
2025-11-13,Google Ads,368.37
2025-11-13,Meta Ads,284.32
2025-11-13,TikTok Ads,130.6
2025-11-13,Email,52.17
2025-11-14,Google Ads,388.64
2025-11-14,Meta Ads,287.73
2025-11-14,TikTok Ads,143.92
2025-11-14,Email,48.05
2025-11-15,Google Ads,287.21
2025-11-15,Meta Ads,233.06
2025-11-15,TikTok Ads,110.05
2025-11-15,Email,48.83
2025-11-16,Google Ads,397.41
2025-11-16,Meta Ads,216.23
2025-11-16,TikTok Ads,98.36
2025-11-16,Email,47.68
2025-11-17,Google Ads,385.03
2025-11-17,Meta Ads,225.03
2025-11-17,TikTok Ads,106.37
2025-11-17,Email,50.0
2025-11-18,Google Ads,356.41
2025-11-18,Meta Ads,198.09
2025-11-18,TikTok Ads,101.64
2025-11-18,Email,52.64
2025-11-19,Google Ads,300.4
2025-11-19,Meta Ads,194.76
2025-11-19,TikTok Ads,135.2
2025-11-19,Email,45.44
2025-11-20,Google Ads,288.48
2025-11-20,Meta Ads,289.33
2025-11-20,TikTok Ads,145.55
2025-11-20,Email,41.0
2025-11-21,Google Ads,402.23
2025-11-21,Meta Ads,245.18
2025-11-21,TikTok Ads,112.52
2025-11-21,Email,50.17
2025-11-22,Google Ads,366.09
2025-11-22,Meta Ads,209.08
2025-11-22,TikTok Ads,108.51
2025-11-22,Email,53.48
2025-11-23,Google Ads,292.79
2025-11-23,Meta Ads,268.68
2025-11-23,TikTok Ads,135.02
2025-11-23,Email,38.31
2025-11-24,Google Ads,366.14
2025-11-24,Meta Ads,206.04
2025-11-24,TikTok Ads,108.8
2025-11-24,Email,50.4
2025-11-25,Google Ads,391.76
2025-11-25,Meta Ads,205.9
2025-11-25,TikTok Ads,128.17
2025-11-25,Email,38.21
2025-11-26,Google Ads,287.64
2025-11-26,Meta Ads,211.95
2025-11-26,TikTok Ads,136.44
2025-11-26,Email,54.55
2025-11-27,Google Ads,304.45
2025-11-27,Meta Ads,290.92
2025-11-27,TikTok Ads,120.87
2025-11-27,Email,47.39
2025-11-28,Google Ads,278.77
2025-11-28,Meta Ads,285.19
2025-11-28,TikTok Ads,111.87
2025-11-28,Email,50.71
2025-11-29,Google Ads,283.56
2025-11-29,Meta Ads,269.76
2025-11-29,TikTok Ads,120.63
2025-11-29,Email,51.2
2025-11-30,Google Ads,288.54
2025-11-30,Meta Ads,246.9
2025-11-30,TikTok Ads,125.95
2025-11-30,Email,39.06
2025-12-01,Google Ads,354.81
2025-12-01,Meta Ads,223.69
2025-12-01,TikTok Ads,135.78
2025-12-01,Email,55.57
2025-12-02,Google Ads,270.82
2025-12-02,Meta Ads,258.76
2025-12-02,TikTok Ads,115.69
2025-12-02,Email,45.21
2025-12-03,Google Ads,358.94
2025-12-03,Meta Ads,276.58
2025-12-03,TikTok Ads,143.89
2025-12-03,Email,44.97
2025-12-04,Google Ads,367.25
2025-12-04,Meta Ads,260.41
2025-12-04,TikTok Ads,122.28
2025-12-04,Email,39.4
2025-12-05,Google Ads,341.08
2025-12-05,Meta Ads,197.8
2025-12-05,TikTok Ads,100.14
2025-12-05,Email,43.42
2025-12-06,Google Ads,393.43
2025-12-06,Meta Ads,265.13
2025-12-06,TikTok Ads,134.54
2025-12-06,Email,50.75
2025-12-07,Google Ads,307.86
2025-12-07,Meta Ads,202.98
2025-12-07,TikTok Ads,138.88
2025-12-07,Email,50.7
2025-12-08,Google Ads,404.93
2025-12-08,Meta Ads,252.78
2025-12-08,TikTok Ads,134.46
2025-12-08,Email,54.09
2025-12-09,Google Ads,298.3
2025-12-09,Meta Ads,206.37
2025-12-09,TikTok Ads,105.58
2025-12-09,Email,41.6
2025-12-10,Google Ads,325.57
2025-12-10,Meta Ads,291.53
2025-12-10,TikTok Ads,110.95
2025-12-10,Email,49.3
2025-12-11,Google Ads,293.19
2025-12-11,Meta Ads,224.38
2025-12-11,TikTok Ads,133.09
2025-12-11,Email,49.41
2025-12-12,Google Ads,271.34
2025-12-12,Meta Ads,255.96
2025-12-12,TikTok Ads,104.4
2025-12-12,Email,47.45
2025-12-13,Google Ads,279.1
2025-12-13,Meta Ads,224.43
2025-12-13,TikTok Ads,97.3
2025-12-13,Email,47.24
2025-12-14,Google Ads,327.46
2025-12-14,Meta Ads,247.94
2025-12-14,TikTok Ads,98.93
2025-12-14,Email,52.33
2025-12-15,Google Ads,347.65
2025-12-15,Meta Ads,264.41
2025-12-15,TikTok Ads,137.99
2025-12-15,Email,53.0
2025-12-16,Google Ads,301.72
2025-12-16,Meta Ads,252.74
2025-12-16,TikTok Ads,105.57
2025-12-16,Email,42.66
2025-12-17,Google Ads,338.46
2025-12-17,Meta Ads,269.48
2025-12-17,TikTok Ads,102.54
2025-12-17,Email,43.18
2025-12-18,Google Ads,287.02
2025-12-18,Meta Ads,275.59
2025-12-18,TikTok Ads,120.08
2025-12-18,Email,52.96
2025-12-19,Google Ads,342.08
2025-12-19,Meta Ads,207.11
2025-12-19,TikTok Ads,128.05
2025-12-19,Email,54.97
2025-12-20,Google Ads,390.11
2025-12-20,Meta Ads,276.3
2025-12-20,TikTok Ads,140.58
2025-12-20,Email,44.97
2025-12-21,Google Ads,292.84
2025-12-21,Meta Ads,207.55
2025-12-21,TikTok Ads,140.23
2025-12-21,Email,49.33
2025-12-22,Google Ads,281.29
2025-12-22,Meta Ads,206.53
2025-12-22,TikTok Ads,132.08
2025-12-22,Email,45.37
2025-12-23,Google Ads,295.84
2025-12-23,Meta Ads,228.71
2025-12-23,TikTok Ads,115.85
2025-12-23,Email,45.96
2025-12-24,Google Ads,377.74
2025-12-24,Meta Ads,246.72
2025-12-24,TikTok Ads,114.71
2025-12-24,Email,40.04
2025-12-25,Google Ads,283.95
2025-12-25,Meta Ads,218.09
2025-12-25,TikTok Ads,124.8
2025-12-25,Email,49.51
2025-12-26,Google Ads,309.8
2025-12-26,Meta Ads,223.45
2025-12-26,TikTok Ads,120.41
2025-12-26,Email,38.63
2025-12-27,Google Ads,385.86
2025-12-27,Meta Ads,268.5
2025-12-27,TikTok Ads,100.36
2025-12-27,Email,39.08
2025-12-28,Google Ads,350.36
2025-12-28,Meta Ads,225.43
2025-12-28,TikTok Ads,109.15
2025-12-28,Email,41.81
2025-12-29,Google Ads,334.33
2025-12-29,Meta Ads,259.67
2025-12-29,TikTok Ads,118.49
2025-12-29,Email,44.55
2025-12-30,Google Ads,369.48
2025-12-30,Meta Ads,220.7
2025-12-30,TikTok Ads,101.37
2025-12-30,Email,45.99
2025-12-31,Google Ads,367.07
2025-12-31,Meta Ads,284.88
2025-12-31,TikTok Ads,133.24
2025-12-31,Email,55.13
