order_id,customer_id,order_date,revenue
ORD000608,CUST00608,2025-05-21,146.36
ORD000609,CUST00609,2025-06-17,212.45
ORD000610,CUST00610,2025-06-19,79.55
ORD000611,CUST00611,2025-10-10,100.91
ORD000612,CUST00612,2025-05-02,90.11
ORD000613,CUST00613,2025-07-13,93.1
ORD000614,CUST00614,2025-01-05,178.09
ORD000615,CUST00615,2025-01-29,298.24
ORD000616,CUST00616,2025-06-14,245.39
ORD000617,CUST00617,2025-12-05,69.32
ORD000618,CUST00618,2025-05-16,123.77
ORD000619,CUST00619,2025-12-31,54.32
ORD000620,CUST00620,2025-11-17,59.03
ORD000621,CUST00621,2025-12-08,97.7
ORD000622,CUST00622,2025-05-25,57.73
ORD000623,CUST00623,2025-11-23,64.96
ORD000624,CUST00624,2025-08-05,121.73
ORD000625,CUST00625,2025-10-28,144.98
ORD000626,CUST00626,2025-05-12,142.38
ORD000627,CUST00627,2025-10-19,143.34
ORD000628,CUST00628,2025-03-11,34.92
ORD000629,CUST00629,2025-09-09,55.33
ORD000630,CUST00630,2025-10-02,105.54
ORD000631,CUST00631,2025-12-30,206.24
ORD000632,CUST00632,2025-07-01,402.44
ORD000633,CUST00633,2025-06-16,127.23
ORD000634,CUST00634,2025-04-01,166.99
ORD000635,CUST00635,2025-07-21,31.35
ORD000636,CUST00636,2025-12-12,164.03
ORD000637,CUST00637,2025-01-19,336.97
ORD000638,CUST00638,2025-02-08,55.16
ORD000639,CUST00639,2025-05-06,66.66
ORD000640,CUST00640,2025-06-22,181.75
ORD000641,CUST00641,2025-05-21,104.59
ORD000642,CUST00642,2025-08-30,15.43
ORD000643,CUST00643,2025-08-08,69.89
ORD000644,CUST00644,2025-05-06,253.84
ORD000645,CUST00645,2025-02-27,83.1
ORD000646,CUST00646,2025-05-28,83.05
ORD000647,CUST00647,2025-11-13,174.25
ORD000648,CUST00648,2025-12-27,130.4
ORD000649,CUST00649,2025-01-01,79.73
ORD000650,CUST00650,2025-12-14,63.19
ORD000651,CUST00651,2025-07-09,521.96
ORD000652,CUST00652,2025-07-10,227.47
ORD000653,CUST00653,2025-11-08,143.3
ORD000654,CUST00654,2025-04-27,149.53
ORD000655,CUST00655,2025-05-14,93.53
ORD000656,CUST00656,2025-02-27,129.33
ORD000657,CUST00657,2025-02-13,86.35
ORD000658,CUST00658,2025-06-22,51.06
ORD000659,CUST00659,2025-06-09,132.83
ORD000660,CUST00660,2025-06-22,80.86
ORD000661,CUST00661,2025-11-13,137.58
ORD000662,CUST00662,2025-10-30,155.35
ORD000663,CUST00663,2025-05-29,142.53
ORD000664,CUST00664,2025-03-21,47.6
ORD000665,CUST00665,2025-08-01,74.39
ORD000666,CUST00666,2025-07-22,82.05
ORD000667,CUST00667,2025-09-09,194.84
ORD000668,CUST00668,2025-08-17,188.3
ORD000669,CUST00669,2025-06-13,58.04
ORD000670,CUST00670,2025-08-15,34.16
ORD000671,CUST00671,2025-05-27,414.29
ORD000672,CUST00672,2025-01-20,138.76
ORD000673,CUST00673,2025-02-16,30.04
ORD000674,CUST00674,2025-08-21,65.81
ORD000675,CUST00675,2025-11-01,200.13
ORD000676,CUST00676,2025-01-14,353.14
ORD000677,CUST00677,2025-05-23,317.2
ORD000678,CUST00678,2025-01-01,134.82
ORD000679,CUST00679,2025-02-23,102.92
ORD000680,CUST00680,2025-09-16,43.77
ORD000681,CUST00681,2025-05-24,109.24
ORD000682,CUST00682,2025-01-12,49.01
ORD000683,CUST00683,2025-11-26,74.95
ORD000684,CUST00684,2025-08-12,181.63
ORD000685,CUST00685,2025-09-29,86.03
ORD000686,CUST00686,2025-12-24,81.75
ORD000687,CUST00687,2025-06-05,98.94
ORD000688,CUST00688,2025-01-08,452.37
ORD000689,CUST00689,2025-05-02,39.73
ORD000690,CUST00690,2025-12-14,125.23
ORD000691,CUST00691,2025-06-13,299.63
ORD000692,CUST00692,2025-03-31,98.73
ORD000693,CUST00693,2025-05-16,224.79
ORD000694,CUST00694,2025-07-05,32.02
ORD000695,CUST00695,2025-11-12,88.16
ORD000696,CUST00696,2025-06-27,53.52
ORD000697,CUST00697,2025-01-28,97.97
ORD000698,CUST00698,2025-08-08,99.48
ORD000699,CUST00699,2025-12-23,107.09
ORD000700,CUST00700,2025-02-10,180.53
ORD000701,CUST00701,2025-08-16,9.47
ORD000702,CUST00702,2025-07-11,63.49
ORD000703,CUST00703,2025-05-25,119.38
ORD000704,CUST00704,2025-07-20,16.36
ORD000705,CUST00705,2025-07-31,156.63
ORD000706,CUST00706,2025-08-08,62.53
ORD000707,CUST00707,2025-08-28,89.42
ORD000708,CUST00708,2025-02-15,185.91
ORD000709,CUST00709,2025-02-04,231.35
ORD000710,CUST00710,2025-09-10,159.82
ORD000711,CUST00711,2025-03-23,38.71
ORD000712,CUST00712,2025-09-13,154.56
ORD000713,CUST00713,2025-07-16,161.52
ORD000714,CUST00714,2025-10-30,141.0
ORD000715,CUST00715,2025-01-10,255.52
ORD000716,CUST00716,2025-11-08,109.1
ORD000717,CUST00717,2025-10-13,249.31
ORD000718,CUST00718,2025-08-30,248.35
ORD000719,CUST00719,2025-09-08,164.55
ORD000720,CUST00720,2025-12-31,126.6
ORD000721,CUST00721,2025-01-05,141.55
ORD000722,CUST00722,2025-04-29,290.71
ORD000723,CUST00723,2025-10-16,206.07
ORD000724,CUST00724,2025-03-06,42.98
ORD000725,CUST00725,2025-05-26,135.57
ORD000726,CUST00726,2025-08-12,51.24
ORD000727,CUST00727,2025-08-27,61.05
ORD000728,CUST00728,2025-06-26,77.27
ORD000729,CUST00729,2025-09-24,29.13
ORD000730,CUST00730,2025-12-07,48.45
ORD000731,CUST00731,2025-10-09,264.38
ORD000732,CUST00732,2025-03-04,60.74
ORD000733,CUST00733,2025-08-05,181.2
ORD000734,CUST00734,2025-12-08,116.13
ORD000735,CUST00735,2025-11-11,150.1
ORD000736,CUST00736,2025-10-10,154.4
ORD000737,CUST00737,2025-06-26,46.62
ORD000738,CUST00738,2025-04-08,180.5
ORD000739,CUST00739,2025-04-15,35.11
ORD000740,CUST00740,2025-04-09,58.7
ORD000741,CUST00741,2025-11-07,152.91
ORD000742,CUST00742,2025-01-06,44.0
ORD000743,CUST00743,2025-07-16,14.53
ORD000744,CUST00744,2025-12-17,131.25
ORD000745,CUST00745,2025-05-13,24.26
ORD000746,CUST00746,2025-12-24,162.62
ORD000747,CUST00747,2025-09-16,81.6
ORD000748,CUST00748,2025-01-23,129.96
ORD000749,CUST00749,2025-02-22,128.3
ORD000750,CUST00750,2025-06-14,170.68
ORD000751,CUST00751,2025-07-21,155.91
ORD000752,CUST00752,2025-03-24,43.65
ORD000753,CUST00753,2025-05-25,85.4
ORD000754,CUST00754,2025-03-26,129.85
ORD000755,CUST00755,2025-03-19,252.16
ORD000756,CUST00756,2025-01-01,156.87
ORD000757,CUST00757,2025-02-20,238.41
ORD000758,CUST00758,2025-06-22,134.56
ORD000759,CUST00759,2025-07-24,208.4
ORD000760,CUST00760,2025-09-17,122.56
ORD000761,CUST00761,2025-10-15,202.92
ORD000762,CUST00762,2025-02-03,78.46
ORD000763,CUST00763,2025-12-14,270.66
ORD000764,CUST00764,2025-04-05,145.0
ORD000765,CUST00765,2025-03-13,29.33
ORD000766,CUST00766,2025-02-08,132.85
ORD000767,CUST00767,2025-06-03,157.21
ORD000768,CUST00768,2025-09-07,184.59
ORD000769,CUST00769,2025-06-11,330.65
ORD000770,CUST00770,2025-04-28,69.16
ORD000771,CUST00771,2025-09-16,332.03
ORD000772,CUST00772,2025-11-02,102.94
ORD000773,CUST00773,2025-09-25,56.37
ORD000774,CUST00774,2025-02-23,70.35
ORD000775,CUST00775,2025-08-24,151.04
ORD000776,CUST00776,2025-08-10,49.73
ORD000777,CUST00777,2025-09-08,79.49
ORD000778,CUST00778,2025-11-09,130.6
ORD000779,CUST00779,2025-04-22,269.33
ORD000780,CUST00780,2025-09-12,181.14
ORD000781,CUST00781,2025-10-30,105.97
ORD000782,CUST00782,2025-07-26,150.58
ORD000783,CUST00783,2025-08-17,121.89
ORD000784,CUST00784,2025-12-07,38.19
ORD000785,CUST00785,2025-03-07,299.14
ORD000786,CUST00786,2025-03-16,272.04
ORD000787,CUST00787,2025-04-13,97.21
ORD000788,CUST00788,2025-07-11,72.33
ORD000789,CUST00789,2025-09-09,38.99
ORD000790,CUST00790,2025-08-14,156.93
ORD000791,CUST00791,2025-10-21,157.61
ORD000792,CUST00792,2025-11-02,53.31
ORD000793,CUST00793,2025-04-08,122.89
ORD000794,CUST00794,2025-12-04,177.47
ORD000795,CUST00795,2025-10-13,68.54
ORD000796,CUST00796,2025-12-01,88.6
ORD000797,CUST00797,2025-12-13,87.96
ORD000798,CUST00798,2025-11-04,56.16
ORD000799,CUST00799,2025-09-06,89.95
ORD000800,CUST00800,2025-06-15,24.73
ORD000801,CUST00801,2025-12-01,84.59
ORD000802,CUST00802,2025-01-30,85.57
ORD000803,CUST00803,2025-09-04,98.1
ORD000804,CUST00804,2025-04-16,143.07
ORD000805,CUST00805,2025-02-20,36.2
ORD000806,CUST00806,2025-03-22,42.58
ORD000807,CUST00807,2025-05-13,54.99
ORD000808,CUST00808,2025-10-12,32.82
ORD000809,CUST00809,2025-05-18,154.18
ORD000810,CUST00810,2025-07-03,66.22
ORD000811,CUST00811,2025-11-26,100.32
ORD000812,CUST00812,2025-09-30,51.2
ORD000813,CUST00813,2025-12-06,77.94
ORD000814,CUST00814,2025-03-10,127.0
ORD000815,CUST00815,2025-02-03,131.26
ORD000816,CUST00816,2025-09-19,44.19
ORD000817,CUST00817,2025-02-22,96.73
ORD000818,CUST00818,2025-07-24,51.93
ORD000819,CUST00819,2025-05-06,94.14
ORD000820,CUST00820,2025-08-23,61.93
ORD000821,CUST00821,2025-02-12,311.12
ORD000822,CUST00822,2025-08-28,176.8
ORD000823,CUST00823,2025-04-21,135.19
ORD000824,CUST00824,2025-09-06,83.1
ORD000825,CUST00825,2025-05-31,180.17
ORD000826,CUST00826,2025-07-02,98.78
ORD000827,CUST00827,2025-12-02,291.34
ORD000828,CUST00828,2025-04-05,192.04
ORD000829,CUST00829,2025-01-08,77.52
ORD000830,CUST00830,2025-12-26,270.58
ORD000831,CUST00831,2025-07-03,83.42
ORD000832,CUST00832,2025-10-08,322.52
ORD000833,CUST00833,2025-07-14,279.73
ORD000834,CUST00834,2025-12-18,126.52
ORD000835,CUST00835,2025-07-14,25.67
ORD000836,CUST00836,2025-06-04,119.83
ORD000837,CUST00837,2025-04-03,40.32
ORD000838,CUST00838,2025-06-09,63.43
ORD000839,CUST00839,2025-03-02,67.25
ORD000840,CUST00840,2025-05-02,40.01
ORD000841,CUST00841,2025-02-20,120.15
ORD000842,CUST00842,2025-10-04,57.62
ORD000843,CUST00843,2025-01-05,86.3
ORD000844,CUST00844,2025-04-02,67.7
ORD000845,CUST00845,2025-06-19,143.49
ORD000846,CUST00846,2025-11-13,136.53
ORD000847,CUST00847,2025-01-22,81.23
ORD000848,CUST00848,2025-11-22,148.33
ORD000849,CUST00849,2025-01-01,225.48
ORD000850,CUST00850,2025-05-13,12.14
ORD000851,CUST00851,2025-08-21,64.7
ORD000852,CUST00852,2025-01-12,47.15
ORD000853,CUST00853,2025-12-12,60.22
ORD000854,CUST00854,2025-02-15,9.6
ORD000855,CUST00855,2025-02-03,11.54
ORD000856,CUST00856,2025-03-19,69.51
ORD000857,CUST00857,2025-08-06,67.98
ORD000858,CUST00858,2025-10-28,246.32
ORD000859,CUST00859,2025-03-14,113.65
ORD000860,CUST00860,2025-10-09,145.79
ORD000861,CUST00861,2025-09-06,770.55
ORD000862,CUST00862,2025-02-16,12.19
ORD000863,CUST00863,2025-05-01,294.45
ORD000864,CUST00864,2025-08-02,99.28
ORD000865,CUST00865,2025-08-27,73.97
ORD000866,CUST00866,2025-02-25,65.52
ORD000867,CUST00867,2025-12-16,129.47
ORD000868,CUST00868,2025-04-17,74.46
ORD000869,CUST00869,2025-11-15,39.01
ORD000870,CUST00870,2025-02-17,67.46
ORD000871,CUST00871,2025-03-02,132.03
ORD000872,CUST00872,2025-12-03,163.27
ORD000873,CUST00873,2025-01-26,313.65
ORD000874,CUST00874,2025-10-19,110.21
ORD000875,CUST00875,2025-09-14,234.08
ORD000876,CUST00876,2025-01-08,88.72
ORD000877,CUST00877,2025-04-23,97.92
ORD000878,CUST00878,2025-12-21,94.18
ORD000879,CUST00879,2025-09-10,119.66
ORD000880,CUST00880,2025-06-29,182.81
ORD000881,CUST00881,2025-07-26,72.1
ORD000882,CUST00882,2025-10-30,49.29
ORD000883,CUST00883,2025-05-07,192.48
ORD000884,CUST00884,2025-02-25,183.57
ORD000885,CUST00885,2025-08-02,257.85
ORD000886,CUST00886,2025-01-14,63.64
ORD000887,CUST00887,2025-01-28,86.37
ORD000888,CUST00888,2025-03-19,197.24
ORD000889,CUST00889,2025-08-04,71.45
ORD000890,CUST00890,2025-12-31,158.71
ORD000891,CUST00891,2025-06-03,89.01
ORD000892,CUST00892,2025-01-14,128.99
ORD000893,CUST00893,2025-07-06,38.32
ORD000894,CUST00894,2025-11-08,109.2
ORD000895,CUST00895,2025-01-07,222.57
ORD000896,CUST00896,2025-01-03,172.86
ORD000897,CUST00897,2025-04-21,46.6
ORD000898,CUST00898,2025-08-26,297.9
ORD000899,CUST00899,2025-12-29,213.83
ORD000900,CUST00900,2025-08-27,39.95
ORD000901,CUST00901,2025-10-01,67.83
ORD000902,CUST00902,2025-10-21,41.98
ORD000903,CUST00903,2025-08-15,131.5
ORD000904,CUST00904,2025-01-15,65.5
ORD000905,CUST00905,2025-07-11,15.59
ORD000906,CUST00906,2025-04-29,97.6
ORD000907,CUST00907,2025-01-28,187.51
ORD000908,CUST00908,2025-07-21,110.82
ORD000909,CUST00909,2025-02-08,149.16
ORD000910,CUST00910,2025-09-30,118.43
ORD000911,CUST00911,2025-08-19,168.13
ORD000912,CUST00912,2025-03-27,125.93
ORD000913,CUST00913,2025-05-06,93.72
ORD000914,CUST00914,2025-10-27,109.84
ORD000915,CUST00915,2025-01-25,263.97
ORD000916,CUST00916,2025-05-25,154.88
ORD000917,CUST00917,2025-01-13,46.46
ORD000918,CUST00918,2025-07-31,108.6
ORD000919,CUST00919,2025-01-25,129.88
ORD000920,CUST00920,2025-03-09,91.44
ORD000921,CUST00921,2025-03-08,15.68
ORD000922,CUST00922,2025-08-21,50.64
ORD000923,CUST00923,2025-04-19,74.62
ORD000924,CUST00924,2025-05-26,319.87
ORD000925,CUST00925,2025-04-21,143.69
ORD000926,CUST00926,2025-08-16,24.77
ORD000927,CUST00927,2025-04-21,95.79
ORD000928,CUST00928,2025-02-03,237.99
ORD000929,CUST00929,2025-04-21,64.76
ORD000930,CUST00930,2025-09-21,202.13
ORD000931,CUST00931,2025-08-24,25.59
ORD000932,CUST00932,2025-03-24,3.03
ORD000933,CUST00933,2025-02-11,221.85
ORD000934,CUST00934,2025-04-11,71.65
ORD000935,CUST00935,2025-01-06,76.15
ORD000936,CUST00936,2025-06-29,117.65
ORD000937,CUST00937,2025-10-09,140.26
ORD000938,CUST00938,2025-11-16,6.23
ORD000939,CUST00939,2025-08-14,60.72
ORD000940,CUST00940,2025-11-11,107.16
ORD000941,CUST00941,2025-12-31,140.04
ORD000942,CUST00942,2025-08-17,45.98
ORD000943,CUST00943,2025-10-16,87.91
ORD000944,CUST00944,2025-05-30,64.6
ORD000945,CUST00945,2025-10-04,120.45
ORD000946,CUST00946,2025-07-17,216.72
ORD000947,CUST00947,2025-03-11,79.42
ORD000948,CUST00948,2025-04-22,30.24
ORD000949,CUST00949,2025-01-04,58.05
ORD000950,CUST00950,2025-12-16,296.01
ORD000951,CUST00951,2025-11-27,50.81
ORD000952,CUST00952,2025-11-14,36.24
ORD000953,CUST00953,2025-12-16,75.71
ORD000954,CUST00954,2025-04-05,95.81
ORD000955,CUST00955,2025-06-01,67.81
ORD000956,CUST00956,2025-11-07,25.73
ORD000957,CUST00957,2025-05-17,128.78
ORD000958,CUST00958,2025-09-04,120.54
ORD000959,CUST00959,2025-08-31,164.01
ORD000960,CUST00960,2025-01-31,118.63
ORD000961,CUST00961,2025-02-09,280.59
ORD000962,CUST00962,2025-08-17,172.63
ORD000963,CUST00963,2025-02-05,150.08
ORD000964,CUST00964,2025-08-11,221.88
ORD000965,CUST00965,2025-01-06,113.58
ORD000966,CUST00966,2025-11-18,89.33
ORD000967,CUST00967,2025-08-08,127.77
ORD000968,CUST00968,2025-03-16,14.77
ORD000969,CUST00969,2025-01-04,113.84
ORD000970,CUST00970,2025-12-01,95.73
ORD000971,CUST00971,2025-05-14,137.54
ORD000972,CUST00972,2025-04-28,202.53
ORD000973,CUST00973,2025-04-04,153.06
ORD000974,CUST00974,2025-03-03,58.18
ORD000975,CUST00975,2025-07-13,181.31
ORD000976,CUST00976,2025-12-01,283.19
ORD000977,CUST00977,2025-07-22,205.96
ORD000978,CUST00978,2025-01-26,32.93
ORD000979,CUST00979,2025-06-22,151.96
ORD000980,CUST00980,2025-10-27,37.77
ORD000981,CUST00981,2025-05-13,82.83
ORD000982,CUST00982,2025-11-22,134.76
ORD000983,CUST00983,2025-04-28,122.75
ORD000984,CUST00984,2025-11-20,203.35
ORD000985,CUST00985,2025-10-02,284.06
ORD000986,CUST00986,2025-07-31,144.18
ORD000987,CUST00987,2025-08-13,78.04
ORD000988,CUST00988,2025-01-20,15.65
ORD000989,CUST00989,2025-04-23,237.01
ORD000990,CUST00990,2025-05-20,96.11
ORD000991,CUST00991,2025-02-16,99.87
ORD000992,CUST00992,2025-01-01,105.8
ORD000993,CUST00993,2025-03-31,139.68
ORD000994,CUST00994,2025-05-22,142.51
ORD000995,CUST00995,2025-11-16,83.84
ORD000996,CUST00996,2025-02-07,95.4
ORD000997,CUST00997,2025-10-20,63.7
ORD000998,CUST00998,2025-05-19,58.14
ORD000999,CUST00999,2025-12-22,57.91
ORD001000,CUST01000,2025-11-29,94.57
ORD001001,CUST00835,2025-08-17,48.95
ORD001002,CUST00415,2025-07-15,116.58
ORD001003,CUST00526,2025-12-31,135.6
ORD001004,CUST00653,2025-12-31,119.73
ORD001005,CUST00965,2025-01-29,79.51
ORD001006,CUST00575,2025-10-11,18.26
ORD001007,CUST00451,2025-06-20,224.17
ORD001008,CUST00348,2025-10-28,112.11
ORD001009,CUST00524,2025-07-20,161.77
ORD001010,CUST00539,2025-12-31,127.38
ORD001011,CUST00894,2025-11-12,80.9
ORD001012,CUST00434,2025-12-31,54.56
ORD001013,CUST00141,2025-10-15,73.28
ORD001014,CUST00366,2025-06-15,100.22
ORD001015,CUST00044,2025-08-31,96.89
ORD001016,CUST00039,2025-05-21,68.6
ORD001017,CUST00032,2025-10-20,43.0
ORD001018,CUST00373,2025-07-25,165.31
ORD001019,CUST00101,2025-06-05,89.43
ORD001020,CUST00568,2025-09-14,136.85
ORD001021,CUST00880,2025-09-29,98.68
ORD001022,CUST00353,2025-04-06,58.14
ORD001023,CUST00587,2025-07-06,246.38
ORD001024,CUST00375,2025-12-31,78.2
ORD001025,CUST00163,2025-06-05,92.42
ORD001026,CUST00125,2025-11-03,52.42
ORD001027,CUST00242,2025-12-31,115.1
ORD001028,CUST00600,2025-09-08,34.81
ORD001029,CUST00646,2025-06-15,37.98
ORD001030,CUST00131,2025-10-04,78.64
ORD001031,CUST00003,2025-11-28,133.54
ORD001032,CUST00672,2025-03-29,72.16
ORD001033,CUST00229,2025-12-31,105.58
ORD001034,CUST00383,2025-12-12,154.8
ORD001035,CUST00096,2025-12-31,82.57
ORD001036,CUST00223,2025-08-09,58.69
ORD001037,CUST00973,2025-07-19,87.87
ORD001038,CUST00644,2025-10-26,163.27
ORD001039,CUST00549,2025-08-03,41.02
ORD001040,CUST00852,2025-06-05,162.73
ORD001041,CUST00685,2025-10-15,64.72
ORD001042,CUST00326,2025-02-12,106.22
ORD001043,CUST00293,2025-07-22,304.53
ORD001044,CUST00036,2025-08-19,128.01
ORD001045,CUST00303,2025-07-17,82.56
ORD001046,CUST00381,2025-12-31,89.07
ORD001047,CUST00683,2025-12-31,51.16
ORD001048,CUST00574,2025-10-02,95.93
ORD001049,CUST00947,2025-05-30,253.04
ORD001050,CUST00370,2025-12-14,104.89
ORD001051,CUST00128,2025-12-25,74.88
ORD001052,CUST00013,2025-08-22,87.53
ORD001053,CUST00686,2025-12-31,47.15
ORD001054,CUST00358,2025-12-31,180.19
ORD001055,CUST00738,2025-09-29,110.95
ORD001056,CUST00627,2025-12-16,160.39
ORD001057,CUST00402,2025-12-31,54.85
ORD001058,CUST00425,2025-12-27,246.32
ORD001059,CUST00338,2025-04-14,34.89
ORD001060,CUST00936,2025-12-01,94.35
ORD001061,CUST00371,2025-11-29,126.64
ORD001062,CUST00994,2025-10-04,115.89
ORD001063,CUST00022,2025-12-09,40.27
ORD001064,CUST00176,2025-11-03,104.2
ORD001065,CUST00191,2025-12-31,110.9
ORD001066,CUST00297,2025-12-03,150.4
ORD001067,CUST00063,2025-12-31,89.41
ORD001068,CUST00313,2025-12-31,205.56
ORD001069,CUST00584,2025-09-11,57.08
ORD001070,CUST00715,2025-02-17,46.54
ORD001071,CUST00445,2025-03-26,24.11
ORD001072,CUST00348,2025-10-07,71.13
ORD001073,CUST00344,2025-08-02,128.9
ORD001074,CUST00873,2025-06-28,49.77
ORD001075,CUST00703,2025-07-02,135.34
ORD001076,CUST00450,2025-06-02,143.29
ORD001077,CUST00606,2025-04-18,133.49
ORD001078,CUST00073,2025-12-29,185.77
ORD001079,CUST00335,2025-03-18,103.94
ORD001080,CUST00279,2025-06-10,48.64
ORD001081,CUST00429,2025-07-18,45.28
ORD001082,CUST00282,2025-04-08,99.16
ORD001083,CUST00810,2025-11-30,140.94
ORD001084,CUST00062,2025-05-12,135.93
ORD001085,CUST00488,2025-05-11,73.92
ORD001086,CUST00846,2025-12-31,40.4
ORD001087,CUST00254,2025-10-22,98.59
ORD001088,CUST00683,2025-12-31,80.55
ORD001089,CUST00896,2025-05-09,137.12
ORD001090,CUST00323,2025-12-31,109.76
ORD001091,CUST00900,2025-12-08,124.37
ORD001092,CUST00299,2025-08-10,48.23
ORD001093,CUST00208,2025-06-10,172.41
ORD001094,CUST00772,2025-12-31,243.28
ORD001095,CUST00201,2025-07-10,54.84
ORD001096,CUST00479,2025-12-31,72.98
ORD001097,CUST00799,2025-12-31,77.44
ORD001098,CUST00994,2025-08-19,195.87
ORD001099,CUST00142,2025-11-22,39.5
ORD001100,CUST00369,2025-09-02,59.07
ORD001101,CUST00876,2025-01-22,311.39
ORD001102,CUST00944,2025-06-30,91.97
ORD001103,CUST00250,2025-04-25,73.33
ORD001104,CUST00662,2025-11-20,79.06
ORD001105,CUST00228,2025-12-25,373.81
ORD001106,CUST00034,2025-12-31,73.44
ORD001107,CUST00819,2025-09-09,108.74
ORD001108,CUST00257,2025-04-10,76.61
ORD001109,CUST00407,2025-10-31,140.56
ORD001110,CUST00143,2025-06-07,261.47
ORD001111,CUST00613,2025-10-20,132.05
ORD001112,CUST00201,2025-10-07,227.52
ORD001113,CUST00849,2025-05-18,54.83
ORD001114,CUST00194,2025-12-31,150.9
ORD001115,CUST00419,2025-12-31,80.65
ORD001116,CUST00268,2025-07-09,293.25
ORD001117,CUST00018,2025-12-31,121.84
ORD001118,CUST00011,2025-12-24,192.62
ORD001119,CUST00268,2025-03-23,152.14
ORD001120,CUST00045,2025-06-02,123.07
ORD001121,CUST00442,2025-12-31,203.57
ORD001122,CUST00684,2025-09-24,125.86
ORD001123,CUST00163,2025-10-13,207.76
ORD001124,CUST00858,2025-12-31,200.89
ORD001125,CUST00098,2025-05-15,29.44
ORD001126,CUST00137,2025-06-18,170.99
ORD001127,CUST00282,2025-05-13,70.17
ORD001128,CUST00137,2025-08-08,115.31
ORD001129,CUST00463,2025-06-18,201.56
ORD001130,CUST00998,2025-09-12,127.34
ORD001131,CUST00562,2025-04-08,67.54
ORD001132,CUST00024,2025-09-05,72.44
ORD001133,CUST00722,2025-09-21,117.31
ORD001134,CUST00444,2025-10-26,100.06
ORD001135,CUST00164,2025-11-06,51.59
ORD001136,CUST00402,2025-12-31,15.1
ORD001137,CUST00116,2025-07-29,70.29
ORD001138,CUST00752,2025-08-09,36.49
ORD001139,CUST00829,2025-05-30,90.56
ORD001140,CUST00796,2025-12-31,59.49
ORD001141,CUST00138,2025-12-15,68.32
ORD001142,CUST00180,2025-12-31,65.75
ORD001143,CUST00785,2025-08-15,137.66
ORD001144,CUST00036,2025-08-18,36.36
ORD001145,CUST00934,2025-06-29,52.59
ORD001146,CUST00631,2025-12-31,109.78
ORD001147,CUST00912,2025-04-11,220.11
ORD001148,CUST00874,2025-12-31,50.75
ORD001149,CUST00844,2025-04-09,72.97
ORD001150,CUST00843,2025-05-11,30.14
ORD001151,CUST00788,2025-11-01,134.84
ORD001152,CUST00749,2025-07-01,18.89
ORD001153,CUST00676,2025-06-09,184.88
ORD001154,CUST00882,2025-12-31,76.97
ORD001155,CUST00363,2025-12-31,8.01
ORD001156,CUST00916,2025-10-18,139.13
ORD001157,CUST00729,2025-12-31,153.25
ORD001158,CUST00377,2025-12-31,254.19
ORD001159,CUST00015,2025-11-21,110.97
ORD001160,CUST00083,2025-11-11,473.0
ORD001161,CUST00006,2025-09-08,35.68
ORD001162,CUST00517,2025-02-23,90.09
ORD001163,CUST00025,2025-12-31,127.12
ORD001164,CUST00514,2025-11-04,126.4
ORD001165,CUST00798,2025-12-23,72.11
ORD001166,CUST00145,2025-12-24,218.76
ORD001167,CUST00208,2025-06-01,95.23
ORD001168,CUST00912,2025-07-21,241.79
ORD001169,CUST00827,2025-12-31,33.36
ORD001170,CUST00351,2025-12-31,104.25
ORD001171,CUST00031,2025-07-15,75.37
ORD001172,CUST00299,2025-03-27,333.55
ORD001173,CUST00004,2025-05-26,100.61
ORD001174,CUST00874,2025-12-31,129.94
ORD001175,CUST00351,2025-12-31,43.09
ORD001176,CUST00323,2025-12-31,62.17
ORD001177,CUST00526,2025-12-31,98.63
ORD001178,CUST00884,2025-04-29,275.55
ORD001179,CUST00357,2025-07-20,107.66
ORD001180,CUST00653,2025-12-31,18.78
ORD001181,CUST00811,2025-12-31,84.05
ORD001182,CUST00683,2025-12-29,202.98
ORD001183,CUST00023,2025-10-20,63.69
ORD001184,CUST00500,2025-12-31,168.7
ORD001185,CUST00083,2025-12-31,47.81
ORD001186,CUST00537,2025-09-10,331.26
ORD001187,CUST00566,2025-11-03,160.6
ORD001188,CUST00291,2025-12-31,111.47
ORD001189,CUST00343,2025-06-11,212.98
ORD001190,CUST00260,2025-05-29,168.38
ORD001191,CUST00043,2025-12-31,47.83
ORD001192,CUST00205,2025-11-18,103.07
ORD001193,CUST00771,2025-12-31,161.37
ORD001194,CUST00734,2025-12-31,49.74
ORD001195,CUST00661,2025-11-29,164.7
ORD001196,CUST00596,2025-08-14,54.59
ORD001197,CUST00391,2025-12-31,29.79
ORD001198,CUST00952,2025-12-31,61.39
ORD001199,CUST00263,2025-03-17,16.86
ORD001200,CUST00168,2025-12-31,98.16
ORD001201,CUST00974,2025-04-03,168.04
ORD001202,CUST00729,2025-12-31,106.63
ORD001203,CUST00386,2025-12-17,65.84
ORD001204,CUST00274,2025-12-31,150.64
ORD001205,CUST00141,2025-11-09,200.35
ORD001206,CUST00910,2025-12-03,204.23
ORD001207,CUST00872,2025-12-31,77.95
ORD001208,CUST00946,2025-10-28,59.34
ORD001209,CUST00685,2025-12-31,65.07
ORD001210,CUST00377,2025-12-31,60.37
ORD001211,CUST00466,2025-06-27,180.32
ORD001212,CUST00199,2025-12-31,125.69
ORD001213,CUST00037,2025-03-06,82.6
ORD001214,CUST00479,2025-12-05,61.89
